STATE,COUNTY,STATEFP,CNTYFP,CNTYTVHH,DMAINDEX,DMA
MT ,Missoula                    ,30,63,37450,169,MISSOULA (MT)                                                        
MT ,Ravalli                     ,30,81,14400,169,MISSOULA (MT)                                                        
MT ,Sanders                     ,30,89,4250,169,MISSOULA (MT)                                                        
AL ,Baldwin                     ,1,3,58950,62,MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)                       
AL ,Clarke                      ,1,25,10460,62,MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)                       
AL ,Conecuh                     ,1,35,5560,62,MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)                       
AL ,Escambia                    ,1,53,14430,62,MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)                       
AL ,Mobile                      ,1,97,149310,62,MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)                       
AL ,Monroe                      ,1,99,9270,62,MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)                       
AL ,Washington                  ,1,129,6560,62,MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)                       
FL ,Escambia                    ,12,33,116570,62,MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)                       
FL ,Okaloosa                    ,12,91,70160,62,MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)                       
FL ,Santa Rosa                  ,12,113,45100,62,MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)                       
MS ,Greene                      ,28,41,4220,62,MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)                       
AR ,Ashley                      ,5,3,9260,133,MONROE (LA) - EL DORADO (AR)                                         
AR ,Union                       ,5,139,17710,133,MONROE (LA) - EL DORADO (AR)                                         
LA ,Caldwell Parish             ,22,21,4030,133,MONROE (LA) - EL DORADO (AR)                                         
LA ,Catahoula Parish            ,22,25,3750,133,MONROE (LA) - EL DORADO (AR)                                         
LA ,Concordia Parish            ,22,29,7320,133,MONROE (LA) - EL DORADO (AR)                                         
LA ,East Carroll Parish         ,22,35,2800,133,MONROE (LA) - EL DORADO (AR)                                         
LA ,Franklin Parish             ,22,41,7400,133,MONROE (LA) - EL DORADO (AR)                                         
LA ,Jackson Parish              ,22,49,5970,133,MONROE (LA) - EL DORADO (AR)                                         
LA ,La Salle Parish             ,22,59,5200,133,MONROE (LA) - EL DORADO (AR)                                         
LA ,Lincoln Parish              ,22,61,14970,133,MONROE (LA) - EL DORADO (AR)                                         
LA ,Madison Parish              ,22,65,4510,133,MONROE (LA) - EL DORADO (AR)                                         
LA ,Morehouse Parish            ,22,67,11200,133,MONROE (LA) - EL DORADO (AR)                                         
LA ,Ouachita Parish             ,22,73,54490,133,MONROE (LA) - EL DORADO (AR)                                         
LA ,Richland Parish             ,22,83,7510,133,MONROE (LA) - EL DORADO (AR)                                         
LA ,Tensas Parish               ,22,107,2340,133,MONROE (LA) - EL DORADO (AR)                                         
LA ,Union Parish                ,22,111,9000,133,MONROE (LA) - EL DORADO (AR)                                         
LA ,West Carroll Parish         ,22,123,4450,133,MONROE (LA) - EL DORADO (AR)                                         
LA ,Winn Parish                 ,22,127,5790,133,MONROE (LA) - EL DORADO (AR)                                         
CA ,Monterey                    ,6,53,123450,120,MONTEREY (CA) - SALINAS (CA)                                         
CA ,San Benito                  ,6,69,16230,120,MONTEREY (CA) - SALINAS (CA)                                         
CA ,Santa Cruz                  ,6,87,88610,120,MONTEREY (CA) - SALINAS (CA)                                         
AL ,Autauga                     ,1,1,16610,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Bullock                     ,1,11,3930,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Butler                      ,1,13,8220,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Coosa                       ,1,37,4690,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Covington                   ,1,39,15510,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Crenshaw                    ,1,41,5520,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Dallas                      ,1,47,17250,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Elmore                      ,1,51,23910,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Lowndes                     ,1,85,4830,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Macon                       ,1,87,8730,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Marengo                     ,1,91,8430,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Montgomery                  ,1,101,85350,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Perry                       ,1,105,4130,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Pike                        ,1,109,11850,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Tallapoosa                  ,1,123,16730,116,MONTGOMERY (AL) - SELMA (AL)                                         
AL ,Wilcox                      ,1,131,4600,116,MONTGOMERY (AL) - SELMA (AL)                                         
KY ,Allen                       ,21,3,6960,30,NASHVILLE (TN)                                                       
KY ,Christian                   ,21,47,24410,30,NASHVILLE (TN)                                                       
KY ,Clinton                     ,21,53,4030,30,NASHVILLE (TN)                                                       
KY ,Logan                       ,21,141,10350,30,NASHVILLE (TN)                                                       
KY ,Monroe                      ,21,171,4620,30,NASHVILLE (TN)                                                       
KY ,Simpson                     ,21,213,6510,30,NASHVILLE (TN)                                                       
KY ,Todd                        ,21,219,4350,30,NASHVILLE (TN)                                                       
KY ,Trigg                       ,21,221,5310,30,NASHVILLE (TN)                                                       
TN ,Bedford                     ,47,3,14180,30,NASHVILLE (TN)                                                       
TN ,Benton                      ,47,5,6800,30,NASHVILLE (TN)                                                       
TN ,Cannon                      ,47,15,4980,30,NASHVILLE (TN)                                                       
TN ,Cheatham                    ,47,21,13320,30,NASHVILLE (TN)                                                       
TN ,Clay                        ,47,27,3440,30,NASHVILLE (TN)                                                       
TN ,Coffee                      ,47,31,19080,30,NASHVILLE (TN)                                                       
TN ,Davidson                    ,47,37,235810,30,NASHVILLE (TN)                                                       
TN ,Dekalb                      ,47,41,7120,30,NASHVILLE (TN)                                                       
TN ,Dickson                     ,47,43,17060,30,NASHVILLE (TN)                                                       
TN ,Franklin                    ,47,51,15110,30,NASHVILLE (TN)                                                       
TN ,Giles                       ,47,55,11850,30,NASHVILLE (TN)                                                       
TN ,Henry                       ,47,79,12910,30,NASHVILLE (TN)                                                       
TN ,Hickman                     ,47,81,8390,30,NASHVILLE (TN)                                                       
TN ,Houston                     ,47,83,3260,30,NASHVILLE (TN)                                                       
TN ,Humphreys                   ,47,85,7310,30,NASHVILLE (TN)                                                       
TN ,Jackson                     ,47,87,4490,30,NASHVILLE (TN)                                                       
TN ,Lawrence                    ,47,99,15220,30,NASHVILLE (TN)                                                       
TN ,Lewis                       ,47,101,4430,30,NASHVILLE (TN)                                                       
TN ,Macon                       ,47,111,8160,30,NASHVILLE (TN)                                                       
TN ,Marshall                    ,47,117,10450,30,NASHVILLE (TN)                                                       
TN ,Maury                       ,47,119,26940,30,NASHVILLE (TN)                                                       
TN ,Montgomery                  ,47,125,50050,30,NASHVILLE (TN)                                                       
TN ,Moore                       ,47,127,2270,30,NASHVILLE (TN)                                                       
TN ,Overton                     ,47,133,8110,30,NASHVILLE (TN)                                                       
TN ,Perry                       ,47,135,3030,30,NASHVILLE (TN)                                                       
TN ,Pickett                     ,47,137,2150,30,NASHVILLE (TN)                                                       
TN ,Putnam                      ,47,141,25090,30,NASHVILLE (TN)                                                       
TN ,Robertson                   ,47,147,20800,30,NASHVILLE (TN)                                                       
TN ,Rutherford                  ,47,149,71110,30,NASHVILLE (TN)                                                       
TN ,Smith                       ,47,159,7090,30,NASHVILLE (TN)                                                       
TN ,Stewart                     ,47,161,5020,30,NASHVILLE (TN)                                                       
TN ,Sumner                      ,47,165,50870,30,NASHVILLE (TN)                                                       
TN ,Trousdale                   ,47,169,2800,30,NASHVILLE (TN)                                                       
TN ,Van Buren                   ,47,175,2110,30,NASHVILLE (TN)                                                       
TN ,Warren                      ,47,177,15320,30,NASHVILLE (TN)                                                       
TN ,Wayne                       ,47,181,6090,30,NASHVILLE (TN)                                                       
TN ,White                       ,47,185,9270,30,NASHVILLE (TN)                                                       
TN ,Williamson                  ,47,187,48230,30,NASHVILLE (TN)                                                       
TN ,Wilson                      ,47,189,34410,30,NASHVILLE (TN)                                                       
LA ,Jefferson Parish            ,22,51,174590,42,NEW ORLEANS (LA)                                                     
LA ,Lafourche Parish            ,22,57,32390,42,NEW ORLEANS (LA)                                                     
LA ,Orleans Parish              ,22,71,182300,42,NEW ORLEANS (LA)                                                     
LA ,Plaquemines Parish          ,22,75,8990,42,NEW ORLEANS (LA)                                                     
LA ,St. Bernard Parish          ,22,87,24960,42,NEW ORLEANS (LA)                                                     
LA ,St. Charles Parish          ,22,89,16420,42,NEW ORLEANS (LA)                                                     
LA ,St. James Parish            ,22,93,7010,42,NEW ORLEANS (LA)                                                     
LA ,St. John The Baptist Parish ,22,95,14470,42,NEW ORLEANS (LA)                                                     
LA ,St. Tammany Parish          ,22,103,72000,42,NEW ORLEANS (LA)                                                     
LA ,Tangipahoa Parish           ,22,105,37290,42,NEW ORLEANS (LA)                                                     
LA ,Terrebonne Parish           ,22,109,36290,42,NEW ORLEANS (LA)                                                     
LA ,Washington Parish           ,22,117,15800,42,NEW ORLEANS (LA)                                                     
MS ,Hancock                     ,28,45,17790,42,NEW ORLEANS (LA)                                                     
MS ,Pearl River                 ,28,109,18530,42,NEW ORLEANS (LA)                                                     
CT ,Fairfield                   ,9,1,326870,1,NEW YORK (NY)                                                        
NJ ,Bergen                      ,34,3,332720,1,NEW YORK (NY)                                                        
NJ ,Essex                       ,34,13,280240,1,NEW YORK (NY)                                                        
NJ ,Hudson                      ,34,17,231640,1,NEW YORK (NY)                                                        
NJ ,Hunterdon                   ,34,19,44500,1,NEW YORK (NY)                                                        
NJ ,Middlesex                   ,34,23,268650,1,NEW YORK (NY)                                                        
NJ ,Monmouth                    ,34,25,228350,1,NEW YORK (NY)                                                        
NJ ,Morris                      ,34,27,173690,1,NEW YORK (NY)                                                        
NJ ,Ocean                       ,34,29,203770,1,NEW YORK (NY)                                                        
NJ ,Passaic                     ,34,31,161890,1,NEW YORK (NY)                                                        
NJ ,Somerset                    ,34,35,111840,1,NEW YORK (NY)                                                        
NJ ,Sussex                      ,34,37,51460,1,NEW YORK (NY)                                                        
NJ ,Union                       ,34,39,185840,1,NEW YORK (NY)                                                        
NJ ,Warren                      ,34,41,39700,1,NEW YORK (NY)                                                        
NY ,Bronx                       ,36,5,459890,1,NEW YORK (NY)                                                        
NY ,Dutchess                    ,36,27,100590,1,NEW YORK (NY)                                                        
NY ,Kings                       ,36,47,844680,1,NEW YORK (NY)                                                        
NY ,Nassau                      ,36,59,443400,1,NEW YORK (NY)                                                        
NY ,New York                    ,36,61,697700,1,NEW YORK (NY)                                                        
NY ,Orange                      ,36,71,114890,1,NEW YORK (NY)                                                        
NY ,Putnam                      ,36,79,33610,1,NEW YORK (NY)                                                        
NY ,Queens                      ,36,81,775840,1,NEW YORK (NY)                                                        
NY ,Richmond                    ,36,85,159810,1,NEW YORK (NY)                                                        
NY ,Rockland                    ,36,87,90480,1,NEW YORK (NY)                                                        
NY ,Suffolk                     ,36,103,473940,1,NEW YORK (NY)                                                        
NY ,Sullivan                    ,36,105,26760,1,NEW YORK (NY)                                                        
NY ,Ulster                      ,36,111,66770,1,NEW YORK (NY)                                                        
NY ,Westchester                 ,36,119,334020,1,NEW YORK (NY)                                                        
PA ,Pike                        ,42,103,18780,1,NEW YORK (NY)                                                        
NC ,Camden                      ,37,29,2770,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
NC ,Chowan                      ,37,41,5630,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
NC ,Currituck                   ,37,53,7190,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
NC ,Dare                        ,37,55,13300,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
NC ,Gates                       ,37,73,3930,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
NC ,Hertford                    ,37,91,8910,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
NC ,Northampton                 ,37,131,8690,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
NC ,Pasquotank                  ,37,139,12940,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
NC ,Perquimans                  ,37,143,4560,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Accomack                    ,51,1,15790,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Gloucester                  ,51,73,13370,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Isle Of Wight               ,51,93,11680,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,James City                  ,51,95,24060,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Mathews                     ,51,115,3910,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Northampton                 ,51,131,5390,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Southampton                 ,51,175,9720,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Surry                       ,51,181,2640,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,York                        ,51,199,25140,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Chesapeake City             ,51,550,72330,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Hampton City                ,51,650,54730,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Newport News City           ,51,700,70030,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Norfolk City                ,51,710,83200,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Portsmouth City             ,51,740,37660,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Suffolk City                ,51,800,24080,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Virginia Beach City         ,51,810,155960,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Franklin City               ,51,620,0,41,NORFOLK-PORTSMTH-NEWPT NWS                                           
VA ,Norton City                 ,51,720,0,41,NORFOLK-PORTSMTH-NEWPT NWS                                           
VA ,Radford City                ,51,750,0,41,NORFOLK-PORTSMTH-NEWPT NWS                                           
VA ,Williamsburg City           ,51,830,0,41,NORFOLK-PORTSMTH-NEWPT NWS                                           
NE ,Arthur                      ,31,5,200,209,NORTH PLATTE (NE)                                                    
NE ,Blaine                      ,31,9,190,209,NORTH PLATTE (NE)                                                    
NE ,Hooker                      ,31,91,290,209,NORTH PLATTE (NE)                                                    
NE ,Lincoln                     ,31,111,14200,209,NORTH PLATTE (NE)                                                    
NE ,Logan                       ,31,113,300,209,NORTH PLATTE (NE)                                                    
NE ,Mcpherson                   ,31,117,200,209,NORTH PLATTE (NE)                                                    
NE ,Thomas                      ,31,171,290,209,NORTH PLATTE (NE)                                                    
TX ,Andrews                     ,48,3,4480,158,ODESSA (TX) - MIDLAND (TX)                                           
TX ,Brewster                    ,48,43,3280,158,ODESSA (TX) - MIDLAND (TX)                                           
TX ,Crane                       ,48,103,1280,158,ODESSA (TX) - MIDLAND (TX)                                           
TX ,Ector                       ,48,135,43540,158,ODESSA (TX) - MIDLAND (TX)                                           
TX ,Glasscock                   ,48,173,490,158,ODESSA (TX) - MIDLAND (TX)                                           
TX ,Howard                      ,48,227,11430,158,ODESSA (TX) - MIDLAND (TX)                                           
TX ,Jeff Davis                  ,48,243,780,158,ODESSA (TX) - MIDLAND (TX)                                           
TX ,Loving                      ,48,301,100,158,ODESSA (TX) - MIDLAND (TX)                                           
TX ,Martin                      ,48,317,1580,158,ODESSA (TX) - MIDLAND (TX)                                           
TX ,Midland                     ,48,329,42860,158,ODESSA (TX) - MIDLAND (TX)                                           
TX ,Pecos                       ,48,371,5190,158,ODESSA (TX) - MIDLAND (TX)                                           
TX ,Presidio                    ,48,377,2460,158,ODESSA (TX) - MIDLAND (TX)                                           
TX ,Reagan                      ,48,383,990,158,ODESSA (TX) - MIDLAND (TX)                                           
TX ,Reeves                      ,48,389,3820,158,ODESSA (TX) - MIDLAND (TX)                                           
TX ,Terrell                     ,48,443,350,158,ODESSA (TX) - MIDLAND (TX)                                           
TX ,Upton                       ,48,461,1180,158,ODESSA (TX) - MIDLAND (TX)                                           
TX ,Ward                        ,48,475,3760,158,ODESSA (TX) - MIDLAND (TX)                                           
TX ,Winkler                     ,48,495,2460,158,ODESSA (TX) - MIDLAND (TX)                                           
OK ,Alfalfa                     ,40,3,2070,45,OKLAHOMA CITY (OK)                                                   
OK ,Beckham                     ,40,9,7270,45,OKLAHOMA CITY (OK)                                                   
OK ,Blaine                      ,40,11,4020,45,OKLAHOMA CITY (OK)                                                   
OK ,Caddo                       ,40,15,10720,45,OKLAHOMA CITY (OK)                                                   
OK ,Canadian                    ,40,17,32260,45,OKLAHOMA CITY (OK)                                                   
OK ,Cleveland                   ,40,27,80800,45,OKLAHOMA CITY (OK)                                                   
OK ,Custer                      ,40,39,9860,45,OKLAHOMA CITY (OK)                                                   
OK ,Dewey                       ,40,43,1780,45,OKLAHOMA CITY (OK)                                                   
OK ,Ellis                       ,40,45,1650,45,OKLAHOMA CITY (OK)                                                   
OK ,Garfield                    ,40,47,22700,45,OKLAHOMA CITY (OK)                                                   
OK ,Garvin                      ,40,49,10790,45,OKLAHOMA CITY (OK)                                                   
OK ,Grady                       ,40,51,17440,45,OKLAHOMA CITY (OK)                                                   
OK ,Grant                       ,40,53,1910,45,OKLAHOMA CITY (OK)                                                   
OK ,Greer                       ,40,55,2080,45,OKLAHOMA CITY (OK)                                                   
OK ,Harmon                      ,40,57,1180,45,OKLAHOMA CITY (OK)                                                   
OK ,Harper                      ,40,59,1470,45,OKLAHOMA CITY (OK)                                                   
OK ,Hughes                      ,40,63,5390,45,OKLAHOMA CITY (OK)                                                   
OK ,Kay                         ,40,71,18770,45,OKLAHOMA CITY (OK)                                                   
OK ,Kingfisher                  ,40,73,5130,45,OKLAHOMA CITY (OK)                                                   
OK ,Kiowa                       ,40,75,4020,45,OKLAHOMA CITY (OK)                                                   
OK ,Lincoln                     ,40,81,11960,45,OKLAHOMA CITY (OK)                                                   
OK ,Logan                       ,40,83,12670,45,OKLAHOMA CITY (OK)                                                   
OK ,Mcclain                     ,40,87,10510,45,OKLAHOMA CITY (OK)                                                   
OK ,Major                       ,40,93,2890,45,OKLAHOMA CITY (OK)                                                   
OK ,Murray                      ,40,99,4880,45,OKLAHOMA CITY (OK)                                                   
OK ,Noble                       ,40,103,4450,45,OKLAHOMA CITY (OK)                                                   
OK ,Okfuskee                    ,40,107,4020,45,OKLAHOMA CITY (OK)                                                   
OK ,Oklahoma                    ,40,109,267390,45,OKLAHOMA CITY (OK)                                                   
OK ,Payne                       ,40,119,26690,45,OKLAHOMA CITY (OK)                                                   
OK ,Pottawatomie                ,40,125,24740,45,OKLAHOMA CITY (OK)                                                   
OK ,Roger Mills                 ,40,129,1310,45,OKLAHOMA CITY (OK)                                                   
OK ,Seminole                    ,40,133,9240,45,OKLAHOMA CITY (OK)                                                   
OK ,Washita                     ,40,149,4410,45,OKLAHOMA CITY (OK)                                                   
OK ,Woods                       ,40,151,3640,45,OKLAHOMA CITY (OK)                                                   
OK ,Woodward                    ,40,153,6860,45,OKLAHOMA CITY (OK)                                                   
IA ,Cass                        ,19,29,5990,78,OMAHA (NE)                                                           
IA ,Crawford                    ,19,47,6360,78,OMAHA (NE)                                                           
IA ,Fremont                     ,19,71,3160,78,OMAHA (NE)                                                           
IA ,Harrison                    ,19,85,6070,78,OMAHA (NE)                                                           
IA ,Mills                       ,19,129,5450,78,OMAHA (NE)                                                           
IA ,Montgomery                  ,19,137,4760,78,OMAHA (NE)                                                           
IA ,Page                        ,19,145,6620,78,OMAHA (NE)                                                           
IA ,Pottawattamie               ,19,155,33730,78,OMAHA (NE)                                                           
IA ,Shelby                      ,19,165,5060,78,OMAHA (NE)                                                           
MO ,Atchison                    ,29,5,2570,78,OMAHA (NE)                                                           
NE ,Burt                        ,31,21,3080,78,OMAHA (NE)                                                           
NE ,Butler                      ,31,23,3370,78,OMAHA (NE)                                                           
NE ,Cass                        ,31,25,9340,78,OMAHA (NE)                                                           
NE ,Colfax                      ,31,37,3640,78,OMAHA (NE)                                                           
NE ,Cuming                      ,31,39,3960,78,OMAHA (NE)                                                           
NE ,Dodge                       ,31,53,14390,78,OMAHA (NE)                                                           
NE ,Douglas                     ,31,55,182660,78,OMAHA (NE)                                                           
NE ,Johnson                     ,31,97,1890,78,OMAHA (NE)                                                           
NE ,Nemaha                      ,31,127,2970,78,OMAHA (NE)                                                           
NE ,Otoe                        ,31,131,6050,78,OMAHA (NE)                                                           
NE ,Platte                      ,31,141,12070,78,OMAHA (NE)                                                           
NE ,Richardson                  ,31,147,3860,78,OMAHA (NE)                                                           
NE ,Sarpy                       ,31,153,44930,78,OMAHA (NE)                                                           
NE ,Saunders                    ,31,155,7550,78,OMAHA (NE)                                                           
NE ,Washington                  ,31,177,7070,78,OMAHA (NE)                                                           
FL ,Brevard                     ,12,9,206480,20,ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)                   
FL ,Flagler                     ,12,35,22650,20,ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)                   
FL ,Lake                        ,12,69,93190,20,ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)                   
FL ,Marion                      ,12,83,113130,20,ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)                   
FL ,Orange                      ,12,95,358930,20,ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)                   
FL ,Osceola                     ,12,97,67340,20,ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)                   
FL ,Seminole                    ,12,117,146210,20,ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)                   
FL ,Sumter                      ,12,119,25160,20,ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)                   
FL ,Volusia                     ,12,127,191380,20,ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)                   
IA ,Davis                       ,19,51,3140,198,OTTUMWA (IA) - KIRKSVILLE (MO)                                       
IA ,Jefferson                   ,19,101,6370,198,OTTUMWA (IA) - KIRKSVILLE (MO)                                       
IA ,Van Buren                   ,19,177,3160,198,OTTUMWA (IA) - KIRKSVILLE (MO)                                       
IA ,Wapello                     ,19,179,14530,198,OTTUMWA (IA) - KIRKSVILLE (MO)                                       
MO ,Adair                       ,29,1,9500,198,OTTUMWA (IA) - KIRKSVILLE (MO)                                       
MO ,Macon                       ,29,121,6280,198,OTTUMWA (IA) - KIRKSVILLE (MO)                                       
MO ,Putnam                      ,29,171,2160,198,OTTUMWA (IA) - KIRKSVILLE (MO)                                       
MO ,Schuyler                    ,29,197,1650,198,OTTUMWA (IA) - KIRKSVILLE (MO)                                       
MO ,Scotland                    ,29,199,1830,198,OTTUMWA (IA) - KIRKSVILLE (MO)                                       
MO ,Sullivan                    ,29,211,2950,198,OTTUMWA (IA) - KIRKSVILLE (MO)                                       
IL ,Alexander                   ,17,3,3620,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
IL ,Franklin                    ,17,55,15990,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
IL ,Gallatin                    ,17,59,2650,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
IL ,Hamilton                    ,17,65,3340,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
IL ,Hardin                      ,17,69,1880,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
IL ,Jackson                     ,17,77,23250,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
IL ,Jefferson                   ,17,81,15600,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
IL ,Johnson                     ,17,87,4200,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
IL ,Massac                      ,17,127,6210,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
IL ,Perry                       ,17,145,8540,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
IL ,Pope                        ,17,151,1770,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
IL ,Pulaski                     ,17,153,2850,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
IL ,Saline                      ,17,165,10750,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
IL ,Union                       ,17,181,7270,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
IL ,Williamson                  ,17,199,25430,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
KY ,Ballard                     ,21,7,3360,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
KY ,Caldwell                    ,21,33,5290,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
KY ,Calloway                    ,21,35,13950,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
KY ,Carlisle                    ,21,39,2160,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
KY ,Crittenden                  ,21,55,3740,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
KY ,Fulton                      ,21,75,3020,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
KY ,Graves                      ,21,83,14810,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
KY ,Hickman                     ,21,105,2170,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
KY ,Livingston                  ,21,139,4050,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
KY ,Lyon                        ,21,143,2950,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
KY ,Mccracken                   ,21,145,27370,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
KY ,Marshall                    ,21,157,12580,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
