STATE,COUNTY,STATEFP,CNTYFP,CNTYTVHH,DMAINDEX,DMA
TX ,Brown                       ,48,49,14340,163,ABILENE (TX) - SWEETWATER (TX)                                       
TX ,Callahan                    ,48,59,5210,163,ABILENE (TX) - SWEETWATER (TX)                                       
TX ,Coleman                     ,48,83,3740,163,ABILENE (TX) - SWEETWATER (TX)                                       
TX ,Eastland                    ,48,133,7070,163,ABILENE (TX) - SWEETWATER (TX)                                       
TX ,Fisher                      ,48,151,1790,163,ABILENE (TX) - SWEETWATER (TX)                                       
TX ,Haskell                     ,48,207,2460,163,ABILENE (TX) - SWEETWATER (TX)                                       
TX ,Jones                       ,48,253,6410,163,ABILENE (TX) - SWEETWATER (TX)                                       
TX ,Knox                        ,48,275,1670,163,ABILENE (TX) - SWEETWATER (TX)                                       
TX ,Mitchell                    ,48,335,2940,163,ABILENE (TX) - SWEETWATER (TX)                                       
TX ,Nolan                       ,48,353,6130,163,ABILENE (TX) - SWEETWATER (TX)                                       
TX ,Runnels                     ,48,399,4370,163,ABILENE (TX) - SWEETWATER (TX)                                       
TX ,Scurry                      ,48,415,5520,163,ABILENE (TX) - SWEETWATER (TX)                                       
TX ,Shackelford                 ,48,417,1280,163,ABILENE (TX) - SWEETWATER (TX)                                       
TX ,Stephens                    ,48,429,3570,163,ABILENE (TX) - SWEETWATER (TX)                                       
TX ,Stonewall                   ,48,433,690,163,ABILENE (TX) - SWEETWATER (TX)                                       
TX ,Taylor                      ,48,441,47470,163,ABILENE (TX) - SWEETWATER (TX)                                       
GA ,Atkinson                    ,13,3,2810,148,ALBANY (GA)                                                          
GA ,Baker                       ,13,7,1510,148,ALBANY (GA)                                                          
GA ,Ben Hill                    ,13,17,6600,148,ALBANY (GA)                                                          
GA ,Berrien                     ,13,19,6390,148,ALBANY (GA)                                                          
GA ,Calhoun                     ,13,37,2040,148,ALBANY (GA)                                                          
GA ,Coffee                      ,13,69,13840,148,ALBANY (GA)                                                          
GA ,Colquitt                    ,13,71,15810,148,ALBANY (GA)                                                          
GA ,Cook                        ,13,75,6110,148,ALBANY (GA)                                                          
GA ,Crisp                       ,13,81,8400,148,ALBANY (GA)                                                          
GA ,Dougherty                   ,13,95,35120,148,ALBANY (GA)                                                          
GA ,Irwin                       ,13,155,3750,148,ALBANY (GA)                                                          
GA ,Lee                         ,13,177,8850,148,ALBANY (GA)                                                          
GA ,Mitchell                    ,13,205,8340,148,ALBANY (GA)                                                          
GA ,Terrell                     ,13,273,3930,148,ALBANY (GA)                                                          
GA ,Tift                        ,13,277,14070,148,ALBANY (GA)                                                          
GA ,Turner                      ,13,287,3470,148,ALBANY (GA)                                                          
GA ,Worth                       ,13,321,8140,148,ALBANY (GA)                                                          
MA ,Berkshire                   ,25,3,55130,55,ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)                           
NY ,Albany                      ,36,1,118550,55,ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)                           
NY ,Columbia                    ,36,21,24550,55,ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)                           
NY ,Fulton                      ,36,35,21730,55,ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)                           
NY ,Greene                      ,36,39,18390,55,ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)                           
NY ,Hamilton                    ,36,41,2360,55,ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)                           
NY ,Montgomery                  ,36,57,19510,55,ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)                           
NY ,Rensselaer                  ,36,83,58680,55,ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)                           
NY ,Saratoga                    ,36,91,80180,55,ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)                           
NY ,Schenectady                 ,36,93,58480,55,ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)                           
NY ,Schoharie                   ,36,95,11740,55,ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)                           
NY ,Warren                      ,36,113,25820,55,ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)                           
NY ,Washington                  ,36,115,22600,55,ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)                           
VT ,Bennington                  ,50,3,14800,55,ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)                           
AZ ,Apache                      ,4,1,17490,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
CO ,La Plata                    ,8,67,16820,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
CO ,Montezuma                   ,8,83,9240,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,Bernalillo                  ,35,1,219510,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,Catron                      ,35,3,1360,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,Chaves                      ,35,5,22030,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,Cibola                      ,35,6,8060,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,Colfax                      ,35,7,5860,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,Debaca                      ,35,11,880,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,Eddy                        ,35,15,18860,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,Grant                       ,35,17,11610,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,Guadalupe                   ,35,19,1620,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,Harding                     ,35,21,280,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,Hidalgo                     ,35,23,2010,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,Lea                         ,35,25,19050,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,Lincoln                     ,35,27,8310,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,Los Alamos                  ,35,28,7200,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,Luna                        ,35,29,9420,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,Mckinley                    ,35,31,20480,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,Mora                        ,35,33,1910,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,Otero                       ,35,35,22890,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,Rio Arriba                  ,35,39,14500,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,Sandoval                    ,35,43,32630,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,San Juan                    ,35,45,37720,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,San Miguel                  ,35,47,10460,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,Santa Fe                    ,35,49,52150,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,Sierra                      ,35,51,5870,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,Socorro                     ,35,53,6700,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,Taos                        ,35,55,11840,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,Torrance                    ,35,57,6380,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
NM ,Valencia                    ,35,61,23300,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     
LA ,Avoyelles Parish            ,22,9,14860,179,ALEXANDRIA (LA)                                                      
LA ,Grant Parish                ,22,43,7140,179,ALEXANDRIA (LA)                                                      
LA ,Rapides Parish              ,22,79,46340,179,ALEXANDRIA (LA)                                                      
LA ,Vernon Parish               ,22,115,17200,179,ALEXANDRIA (LA)                                                      
MI ,Alcona                      ,26,1,5280,208,ALPENA (MI)                                                          
MI ,Alpena                      ,26,7,12680,208,ALPENA (MI)                                                          
NM ,Curry                       ,35,9,16200,129,AMARILLO (TX)                                                        
NM ,Quay                        ,35,37,4120,129,AMARILLO (TX)                                                        
NM ,Roosevelt                   ,35,41,6480,129,AMARILLO (TX)                                                        
NM ,Union                       ,35,59,1530,129,AMARILLO (TX)                                                        
OK ,Beaver                      ,40,7,2170,129,AMARILLO (TX)                                                        
OK ,Cimarron                    ,40,25,1130,129,AMARILLO (TX)                                                        
OK ,Texas                       ,40,139,7170,129,AMARILLO (TX)                                                        
TX ,Armstrong                   ,48,11,790,129,AMARILLO (TX)                                                        
TX ,Briscoe                     ,48,45,690,129,AMARILLO (TX)                                                        
TX ,Carson                      ,48,65,2480,129,AMARILLO (TX)                                                        
TX ,Castro                      ,48,69,2780,129,AMARILLO (TX)                                                        
TX ,Childress                   ,48,75,2530,129,AMARILLO (TX)                                                        
TX ,Collingsworth               ,48,87,1260,129,AMARILLO (TX)                                                        
TX ,Cottle                      ,48,101,780,129,AMARILLO (TX)                                                        
TX ,Dallam                      ,48,111,2310,129,AMARILLO (TX)                                                        
TX ,Deaf Smith                  ,48,117,5990,129,AMARILLO (TX)                                                        
TX ,Donley                      ,48,129,1560,129,AMARILLO (TX)                                                        
TX ,Gray                        ,48,179,8480,129,AMARILLO (TX)                                                        
TX ,Hall                        ,48,191,1480,129,AMARILLO (TX)                                                        
TX ,Hansford                    ,48,195,1980,129,AMARILLO (TX)                                                        
TX ,Hartley                     ,48,205,1670,129,AMARILLO (TX)                                                        
TX ,Hemphill                    ,48,211,1280,129,AMARILLO (TX)                                                        
TX ,Hutchinson                  ,48,233,9140,129,AMARILLO (TX)                                                        
TX ,Lipscomb                    ,48,295,1170,129,AMARILLO (TX)                                                        
TX ,Moore                       ,48,341,6850,129,AMARILLO (TX)                                                        
TX ,Ochiltree                   ,48,357,3230,129,AMARILLO (TX)                                                        
TX ,Oldham                      ,48,359,690,129,AMARILLO (TX)                                                        
TX ,Parmer                      ,48,369,3340,129,AMARILLO (TX)                                                        
TX ,Potter                      ,48,375,41450,129,AMARILLO (TX)                                                        
TX ,Randall                     ,48,381,42560,129,AMARILLO (TX)                                                        
TX ,Roberts                     ,48,393,400,129,AMARILLO (TX)                                                        
TX ,Sherman                     ,48,421,1180,129,AMARILLO (TX)                                                        
TX ,Swisher                     ,48,437,2960,129,AMARILLO (TX)                                                        
TX ,Wheeler                     ,48,483,2050,129,AMARILLO (TX)                                                        
AK ,Anchorage Borough           ,2,20,95010,156,ANCHORAGE (AK)                                                       
AK ,Kenai Peninsula Borough     ,2,122,17600,156,ANCHORAGE (AK)                                                       
AK ,Matanuska-Susitna Borough   ,2,170,20130,156,ANCHORAGE (AK)                                                       
AL ,Cleburne                    ,1,29,5610,9,ATLANTA (GA)                                                         
AL ,Randolph                    ,1,111,8810,9,ATLANTA (GA)                                                         
GA ,Banks                       ,13,11,5730,9,ATLANTA (GA)                                                         
GA ,Barrow                      ,13,13,17860,9,ATLANTA (GA)                                                         
GA ,Bartow                      ,13,15,28710,9,ATLANTA (GA)                                                         
GA ,Butts                       ,13,35,6900,9,ATLANTA (GA)                                                         
GA ,Carroll                     ,13,45,32890,9,ATLANTA (GA)                                                         
GA ,Cherokee                    ,13,57,54210,9,ATLANTA (GA)                                                         
GA ,Clarke                      ,13,59,39780,9,ATLANTA (GA)                                                         
GA ,Clayton                     ,13,63,86010,9,ATLANTA (GA)                                                         
GA ,Cobb                        ,13,67,238640,9,ATLANTA (GA)                                                         
GA ,Coweta                      ,13,77,34020,9,ATLANTA (GA)                                                         
GA ,Dawson                      ,13,85,6730,9,ATLANTA (GA)                                                         
GA ,Dekalb                      ,13,89,256600,9,ATLANTA (GA)                                                         
GA ,Douglas                     ,13,97,34550,9,ATLANTA (GA)                                                         
GA ,Fayette                     ,13,113,33830,9,ATLANTA (GA)                                                         
GA ,Floyd                       ,13,115,34390,9,ATLANTA (GA)                                                         
GA ,Forsyth                     ,13,117,39740,9,ATLANTA (GA)                                                         
GA ,Fulton                      ,13,121,330490,9,ATLANTA (GA)                                                         
GA ,Gilmer                      ,13,123,9830,9,ATLANTA (GA)                                                         
GA ,Gordon                      ,13,129,16870,9,ATLANTA (GA)                                                         
GA ,Greene                      ,13,133,5610,9,ATLANTA (GA)                                                         
GA ,Gwinnett                    ,13,135,219630,9,ATLANTA (GA)                                                         
GA ,Habersham                   ,13,137,13980,9,ATLANTA (GA)                                                         
GA ,Hall                        ,13,139,50580,9,ATLANTA (GA)                                                         
GA ,Haralson                    ,13,143,10090,9,ATLANTA (GA)                                                         
GA ,Heard                       ,13,149,4140,9,ATLANTA (GA)                                                         
GA ,Henry                       ,13,151,47030,9,ATLANTA (GA)                                                         
GA ,Jackson                     ,13,157,15700,9,ATLANTA (GA)                                                         
GA ,Jasper                      ,13,159,4290,9,ATLANTA (GA)                                                         
GA ,Lamar                       ,13,171,6010,9,ATLANTA (GA)                                                         
GA ,Lumpkin                     ,13,187,7790,9,ATLANTA (GA)                                                         
GA ,Madison                     ,13,195,10250,9,ATLANTA (GA)                                                         
GA ,Meriwether                  ,13,199,8240,9,ATLANTA (GA)                                                         
GA ,Morgan                      ,13,211,5810,9,ATLANTA (GA)                                                         
GA ,Newton                      ,13,217,23980,9,ATLANTA (GA)                                                         
GA ,Oconee                      ,13,219,9590,9,ATLANTA (GA)                                                         
GA ,Oglethorpe                  ,13,221,5060,9,ATLANTA (GA)                                                         
GA ,Paulding                    ,13,223,31350,9,ATLANTA (GA)                                                         
GA ,Pickens                     ,13,227,10000,9,ATLANTA (GA)                                                         
GA ,Pike                        ,13,231,5090,9,ATLANTA (GA)                                                         
GA ,Polk                        ,13,233,14180,9,ATLANTA (GA)                                                         
GA ,Putnam                      ,13,237,7850,9,ATLANTA (GA)                                                         
GA ,Rabun                       ,13,241,6410,9,ATLANTA (GA)                                                         
GA ,Rockdale                    ,13,247,24800,9,ATLANTA (GA)                                                         
GA ,Spalding                    ,13,255,21660,9,ATLANTA (GA)                                                         
GA ,Towns                       ,13,281,4210,9,ATLANTA (GA)                                                         
GA ,Troup                       ,13,285,21870,9,ATLANTA (GA)                                                         
GA ,Union                       ,13,291,7710,9,ATLANTA (GA)                                                         
GA ,Upson                       ,13,293,10730,9,ATLANTA (GA)                                                         
GA ,Walton                      ,13,297,23210,9,ATLANTA (GA)                                                         
GA ,White                       ,13,311,8170,9,ATLANTA (GA)                                                         
NC ,Clay                        ,37,43,3960,9,ATLANTA (GA)                                                         
GA ,Burke                       ,13,33,7890,115,AUGUSTA (GA)                                                         
GA ,Columbia                    ,13,73,32960,115,AUGUSTA (GA)                                                         
GA ,Emanuel                     ,13,107,8180,115,AUGUSTA (GA)                                                         
GA ,Glascock                    ,13,125,1080,115,AUGUSTA (GA)                                                         
GA ,Jefferson                   ,13,163,6160,115,AUGUSTA (GA)                                                         
GA ,Jenkins                     ,13,165,3240,115,AUGUSTA (GA)                                                         
GA ,Lincoln                     ,13,181,3340,115,AUGUSTA (GA)                                                         
GA ,Mcduffie                    ,13,189,7910,115,AUGUSTA (GA)                                                         
GA ,Richmond                    ,13,245,73730,115,AUGUSTA (GA)                                                         
GA ,Taliaferro                  ,13,265,880,115,AUGUSTA (GA)                                                         
GA ,Warren                      ,13,301,2440,115,AUGUSTA (GA)                                                         
GA ,Wilkes                      ,13,317,4270,115,AUGUSTA (GA)                                                         
SC ,Aiken                       ,45,3,57190,115,AUGUSTA (GA)                                                         
SC ,Allendale                   ,45,5,3830,115,AUGUSTA (GA)                                                         
SC ,Bamberg                     ,45,9,5930,115,AUGUSTA (GA)                                                         
SC ,Barnwell                    ,45,11,9120,115,AUGUSTA (GA)                                                         
SC ,Edgefield                   ,45,37,8900,115,AUGUSTA (GA)                                                         
SC ,Mccormick                   ,45,65,3660,115,AUGUSTA (GA)                                                         
TX ,Bastrop                     ,48,21,21720,54,AUSTIN (TX)                                                          
TX ,Blanco                      ,48,31,3390,54,AUSTIN (TX)                                                          
TX ,Burnet                      ,48,53,14230,54,AUSTIN (TX)                                                          
TX ,Caldwell                    ,48,55,11060,54,AUSTIN (TX)                                                          
TX ,Fayette                     ,48,149,8550,54,AUSTIN (TX)                                                          
TX ,Gillespie                   ,48,171,8590,54,AUSTIN (TX)                                                          
TX ,Hays                        ,48,209,36140,54,AUSTIN (TX)                                                          
TX ,Lee                         ,48,287,5730,54,AUSTIN (TX)                                                          
TX ,Llano                       ,48,299,8570,54,AUSTIN (TX)                                                          
TX ,Mason                       ,48,319,1530,54,AUSTIN (TX)                                                          
TX ,Travis                      ,48,453,335570,54,AUSTIN (TX)                                                          
TX ,Williamson                  ,48,491,96980,54,AUSTIN (TX)                                                          
CA ,Kern                        ,6,29,212160,130,BAKERSFIELD (CA)                                                     
MD ,Anne Arundel                ,24,3,186110,24,BALTIMORE (MD)                                                       
MD ,Baltimore                   ,24,5,307270,24,BALTIMORE (MD)                                                       
MD ,Caroline                    ,24,11,11380,24,BALTIMORE (MD)                                                       
MD ,Carroll                     ,24,13,54820,24,BALTIMORE (MD)                                                       
MD ,Cecil                       ,24,15,32710,24,BALTIMORE (MD)                                                       
MD ,Harford                     ,24,25,83250,24,BALTIMORE (MD)                                                       
MD ,Howard                      ,24,27,95860,24,BALTIMORE (MD)                                                       
MD ,Kent                        ,24,29,7860,24,BALTIMORE (MD)                                                       
MD ,Queen Anne'S                ,24,35,16140,24,BALTIMORE (MD)                                                       
MD ,Talbot                      ,24,41,14680,24,BALTIMORE (MD)                                                       
MD ,Baltimore City              ,24,510,250370,24,BALTIMORE (MD)                                                       
ME ,Hancock                     ,23,9,22470,153,BANGOR (ME)                                                          
ME ,Penobscot                   ,23,19,58570,153,BANGOR (ME)                                                          
ME ,Piscataquis                 ,23,21,7160,153,BANGOR (ME)                                                          
ME ,Somerset                    ,23,25,20650,153,BANGOR (ME)                                                          
ME ,Waldo                       ,23,27,15090,153,BANGOR (ME)                                                          
ME ,Washington                  ,23,29,13890,153,BANGOR (ME)                                                          
LA ,Ascension Parish            ,22,5,28290,95,BATON ROUGE (LA)                                                     
LA ,Assumption Parish           ,22,7,8350,95,BATON ROUGE (LA)                                                     
LA ,East Baton Rouge Parish     ,22,33,156450,95,BATON ROUGE (LA)                                                     
LA ,East Feliciana Parish       ,22,37,6750,95,BATON ROUGE (LA)                                                     
LA ,Iberville Parish            ,22,47,10680,95,BATON ROUGE (LA)                                                     
LA ,Livingston Parish           ,22,63,34270,95,BATON ROUGE (LA)                                                     
LA ,Pointe Coupee Parish        ,22,77,8220,95,BATON ROUGE (LA)                                                     
LA ,St. Helena Parish           ,22,91,3930,95,BATON ROUGE (LA)                                                     
LA ,St. Mary Parish             ,22,101,18710,95,BATON ROUGE (LA)                                                     
LA ,West Baton Rouge Parish     ,22,121,7680,95,BATON ROUGE (LA)                                                     
LA ,West Feliciana Parish       ,22,125,3720,95,BATON ROUGE (LA)                                                     
MS ,Amite                       ,28,5,5160,95,BATON ROUGE (LA)                                                     
MS ,Wilkinson                   ,28,157,3580,95,BATON ROUGE (LA)                                                     
TX ,Hardin                      ,48,199,18300,137,BEAUMONT (TX) - PORT ARTHUR (TX)                                     
TX ,Jasper                      ,48,241,13660,137,BEAUMONT (TX) - PORT ARTHUR (TX)                                     
TX ,Jefferson                   ,48,245,93160,137,BEAUMONT (TX) - PORT ARTHUR (TX)                                     
TX ,Newton                      ,48,351,5690,137,BEAUMONT (TX) - PORT ARTHUR (TX)                                     
TX ,Orange                      ,48,361,31850,137,BEAUMONT (TX) - PORT ARTHUR (TX)                                     
TX ,Tyler                       ,48,457,7900,137,BEAUMONT (TX) - PORT ARTHUR (TX)                                     
OR ,Deschutes                   ,41,17,47410,201,BEND (OR)                                                            
MT ,Big Horn                    ,30,3,3810,170,BILLINGS (MT)                                                        
MT ,Carbon                      ,30,9,3930,170,BILLINGS (MT)                                                        
MT ,Custer                      ,30,17,4590,170,BILLINGS (MT)                                                        
MT ,Garfield                    ,30,33,480,170,BILLINGS (MT)                                                        
MT ,Golden Valley               ,30,37,390,170,BILLINGS (MT)                                                        
MT ,Meagher                     ,30,59,760,170,BILLINGS (MT)                                                        
MT ,Musselshell                 ,30,65,1810,170,BILLINGS (MT)                                                        
MT ,Park                        ,30,67,6390,170,BILLINGS (MT)                                                        
MT ,Petroleum                   ,30,69,200,170,BILLINGS (MT)                                                        
MT ,Powder River                ,30,75,630,170,BILLINGS (MT)                                                        
MT ,Rosebud                     ,30,87,3070,170,BILLINGS (MT)                                                        
MT ,Stillwater                  ,30,95,3330,170,BILLINGS (MT)                                                        
MT ,Sweet Grass                 ,30,97,1360,170,BILLINGS (MT)                                                        
MT ,Treasure                    ,30,103,390,170,BILLINGS (MT)                                                        
MT ,Wheatland                   ,30,107,770,170,BILLINGS (MT)                                                        
MT ,Yellowstone                 ,30,111,51790,170,BILLINGS (MT)                                                        
WY ,Big Horn                    ,56,3,4210,170,BILLINGS (MT)                                                        
WY ,Park                        ,56,29,10240,170,BILLINGS (MT)                                                        
MS ,George                      ,28,39,6770,157,BILOXI (MS) - GULFPORT (MS)                                          
MS ,Harrison                    ,28,47,72530,157,BILOXI (MS) - GULFPORT (MS)                                          
MS ,Jackson                     ,28,59,48160,157,BILOXI (MS) - GULFPORT (MS)                                          
MS ,Stone                       ,28,131,4740,157,BILOXI (MS) - GULFPORT (MS)                                          
NY ,Broome                      ,36,7,78500,154,BINGHAMTON (NY)                                                      
NY ,Chenango                    ,36,17,19790,154,BINGHAMTON (NY)                                                      
NY ,Delaware                    ,36,25,18980,154,BINGHAMTON (NY)                                                      
NY ,Tioga                       ,36,107,19400,154,BINGHAMTON (NY)                                                      
AL ,Bibb                        ,1,7,7820,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Blount                      ,1,9,20000,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Calhoun                     ,1,15,43960,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Cherokee                    ,1,19,10010,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Chilton                     ,1,21,15880,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Clay                        ,1,27,5780,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Cullman                     ,1,43,31150,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Etowah                      ,1,55,41270,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Fayette                     ,1,57,7450,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Greene                      ,1,63,3680,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Hale                        ,1,65,6250,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Jefferson                   ,1,73,258560,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Marion                      ,1,93,12490,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Pickens                     ,1,107,7930,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,St. Clair                   ,1,115,25220,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Shelby                      ,1,117,58280,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Talladega                   ,1,121,30630,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Tuscaloosa                  ,1,125,64890,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Walker                      ,1,127,28400,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
AL ,Winston                     ,1,133,10380,40,BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)                    
VA ,Tazewell                    ,51,185,18090,149,BLUEFIELD (WV) - BECKLEY (WV) - OAK HILL (WV)                        
WV ,Fayette                     ,54,19,18790,149,BLUEFIELD (WV) - BECKLEY (WV) - OAK HILL (WV)                        
WV ,Greenbrier                  ,54,25,14070,149,BLUEFIELD (WV) - BECKLEY (WV) - OAK HILL (WV)                        
WV ,Mcdowell                    ,54,47,9950,149,BLUEFIELD (WV) - BECKLEY (WV) - OAK HILL (WV)                        
WV ,Mercer                      ,54,55,26110,149,BLUEFIELD (WV) - BECKLEY (WV) - OAK HILL (WV)                        
WV ,Monroe                      ,54,63,5570,149,BLUEFIELD (WV) - BECKLEY (WV) - OAK HILL (WV)                        
WV ,Pocahontas                  ,54,75,3700,149,BLUEFIELD (WV) - BECKLEY (WV) - OAK HILL (WV)                        
WV ,Raleigh                     ,54,81,31590,149,BLUEFIELD (WV) - BECKLEY (WV) - OAK HILL (WV)                        
WV ,Summers                     ,54,89,5280,149,BLUEFIELD (WV) - BECKLEY (WV) - OAK HILL (WV)                        
WV ,Wyoming                     ,54,109,10080,149,BLUEFIELD (WV) - BECKLEY (WV) - OAK HILL (WV)                        
ID ,Ada                         ,16,1,118840,124,BOISE (ID)                                                           
ID ,Adams                       ,16,3,1230,124,BOISE (ID)                                                           
ID ,Boise                       ,16,15,2600,124,BOISE (ID)                                                           
ID ,Camas                       ,16,25,380,124,BOISE (ID)                                                           
ID ,Canyon                      ,16,27,47200,124,BOISE (ID)                                                           
ID ,Elmore                      ,16,39,9410,124,BOISE (ID)                                                           
ID ,Gem                         ,16,45,5640,124,BOISE (ID)                                                           
ID ,Owyhee                      ,16,73,3820,124,BOISE (ID)                                                           
ID ,Payette                     ,16,75,7300,124,BOISE (ID)                                                           
ID ,Valley                      ,16,85,3080,124,BOISE (ID)                                                           
ID ,Washington                  ,16,87,3650,124,BOISE (ID)                                                           
OR ,Grant                       ,41,23,3080,124,BOISE (ID)                                                           
OR ,Malheur                     ,41,45,10730,124,BOISE (ID)                                                           
MA ,Barnstable                  ,25,1,97640,6,BOSTON (MA) - MANCHESTER (NH)                                        
MA ,Dukes                       ,25,7,6710,6,BOSTON (MA) - MANCHESTER (NH)                                        
MA ,Essex                       ,25,9,277240,6,BOSTON (MA) - MANCHESTER (NH)                                        
MA ,Middlesex                   ,25,17,559670,6,BOSTON (MA) - MANCHESTER (NH)                                        
MA ,Nantucket                   ,25,19,3890,6,BOSTON (MA) - MANCHESTER (NH)                                        
MA ,Norfolk                     ,25,21,250180,6,BOSTON (MA) - MANCHESTER (NH)                                        
MA ,Plymouth                    ,25,23,171490,6,BOSTON (MA) - MANCHESTER (NH)                                        
MA ,Suffolk                     ,25,25,274010,6,BOSTON (MA) - MANCHESTER (NH)                                        
MA ,Worcester                   ,25,27,287280,6,BOSTON (MA) - MANCHESTER (NH)                                        
NH ,Belknap                     ,33,1,23400,6,BOSTON (MA) - MANCHESTER (NH)                                        
NH ,Cheshire                    ,33,5,28710,6,BOSTON (MA) - MANCHESTER (NH)                                        
NH ,Hillsborough                ,33,11,149670,6,BOSTON (MA) - MANCHESTER (NH)                                        
NH ,Merrimack                   ,33,13,53770,6,BOSTON (MA) - MANCHESTER (NH)                                        
NH ,Rockingham                  ,33,15,108880,6,BOSTON (MA) - MANCHESTER (NH)                                        
NH ,Strafford                   ,33,17,43890,6,BOSTON (MA) - MANCHESTER (NH)                                        
VT ,Windham                     ,50,25,17070,6,BOSTON (MA) - MANCHESTER (NH)                                        
KY ,Adair                       ,21,1,6650,180,BOWLING GREEN (KY)                                                   
KY ,Barren                      ,21,9,15540,180,BOWLING GREEN (KY)                                                   
KY ,Butler                      ,21,31,5220,180,BOWLING GREEN (KY)                                                   
KY ,Cumberland                  ,21,57,2880,180,BOWLING GREEN (KY)                                                   
KY ,Edmonson                    ,21,61,4670,180,BOWLING GREEN (KY)                                                   
