FIPS,COUNTY,ST,DMA CODE,DMA NAME,ZIPCODE
01001,Autauga,AL,698,MONTGOMERY,36003
01001,Autauga,AL,698,MONTGOMERY,36006
01001,Autauga,AL,698,MONTGOMERY,36008
01001,Autauga,AL,698,MONTGOMERY,36051
01001,Autauga,AL,698,MONTGOMERY,36066
01001,Autauga,AL,698,MONTGOMERY,36067
01001,Autauga,AL,698,MONTGOMERY,36068
01001,Autauga,AL,698,MONTGOMERY,36749
01003,Baldwin,AL,686,MOBILE-PENSACOLA,36507
01003,Baldwin,AL,686,MOBILE-PENSACOLA,36511
01003,Baldwin,AL,686,MOBILE-PENSACOLA,36526
01003,Baldwin,AL,686,MOBILE-PENSACOLA,36527
01003,Baldwin,AL,686,MOBILE-PENSACOLA,36530
01003,Baldwin,AL,686,MOBILE-PENSACOLA,36532
01003,Baldwin,AL,686,MOBILE-PENSACOLA,36533
01003,Baldwin,AL,686,MOBILE-PENSACOLA,36535
01003,Baldwin,AL,686,MOBILE-PENSACOLA,36536
01003,Baldwin,AL,686,MOBILE-PENSACOLA,36542
01003,Baldwin,AL,686,MOBILE-PENSACOLA,36547
01003,Baldwin,AL,686,MOBILE-PENSACOLA,36549
01003,Baldwin,AL,686,MOBILE-PENSACOLA,36550
01003,Baldwin,AL,686,MOBILE-PENSACOLA,36551
01003,Baldwin,AL,686,MOBILE-PENSACOLA,36555
01003,Baldwin,AL,686,MOBILE-PENSACOLA,36559
01003,Baldwin,AL,686,MOBILE-PENSACOLA,36561
01003,Baldwin,AL,686,MOBILE-PENSACOLA,36562
01003,Baldwin,AL,686,MOBILE-PENSACOLA,36564
01003,Baldwin,AL,686,MOBILE-PENSACOLA,36567
01003,Baldwin,AL,686,MOBILE-PENSACOLA,36574
01003,Baldwin,AL,686,MOBILE-PENSACOLA,36576
01003,Baldwin,AL,686,MOBILE-PENSACOLA,36577
01003,Baldwin,AL,686,MOBILE-PENSACOLA,36578
01003,Baldwin,AL,686,MOBILE-PENSACOLA,36579
01003,Baldwin,AL,686,MOBILE-PENSACOLA,36580
01005,Barbour,AL,522,"COLUMBUS, GA",36016
01005,Barbour,AL,522,"COLUMBUS, GA",36017
01005,Barbour,AL,522,"COLUMBUS, GA",36027
01005,Barbour,AL,522,"COLUMBUS, GA",36048
01005,Barbour,AL,522,"COLUMBUS, GA",36053
01005,Barbour,AL,522,"COLUMBUS, GA",36072
01007,Bibb,AL,630,BIRMINGHAM,35034
01007,Bibb,AL,630,BIRMINGHAM,35035
01007,Bibb,AL,630,BIRMINGHAM,35042
01007,Bibb,AL,630,BIRMINGHAM,35074
01007,Bibb,AL,630,BIRMINGHAM,35184
01007,Bibb,AL,630,BIRMINGHAM,35188
01007,Bibb,AL,630,BIRMINGHAM,36792
01007,Bibb,AL,630,BIRMINGHAM,36793
01009,Blount,AL,630,BIRMINGHAM,35013
01009,Blount,AL,630,BIRMINGHAM,35031
01009,Blount,AL,630,BIRMINGHAM,35049
01009,Blount,AL,630,BIRMINGHAM,35079
01009,Blount,AL,630,BIRMINGHAM,35097
01009,Blount,AL,630,BIRMINGHAM,35121
01009,Blount,AL,630,BIRMINGHAM,35133
01009,Blount,AL,630,BIRMINGHAM,35172
01011,Bullock,AL,698,MONTGOMERY,36029
01011,Bullock,AL,698,MONTGOMERY,36061
01011,Bullock,AL,698,MONTGOMERY,36089
01013,Butler,AL,698,MONTGOMERY,36015
01013,Butler,AL,698,MONTGOMERY,36030
01013,Butler,AL,698,MONTGOMERY,36033
01013,Butler,AL,698,MONTGOMERY,36037
01013,Butler,AL,698,MONTGOMERY,36456
01015,Calhoun,AL,630,BIRMINGHAM,36201
01015,Calhoun,AL,630,BIRMINGHAM,36202
01015,Calhoun,AL,630,BIRMINGHAM,36203
01015,Calhoun,AL,630,BIRMINGHAM,36204
01015,Calhoun,AL,630,BIRMINGHAM,36205
01015,Calhoun,AL,630,BIRMINGHAM,36206
01015,Calhoun,AL,630,BIRMINGHAM,36207
01015,Calhoun,AL,630,BIRMINGHAM,36210
01015,Calhoun,AL,630,BIRMINGHAM,36250
01015,Calhoun,AL,630,BIRMINGHAM,36253
01015,Calhoun,AL,630,BIRMINGHAM,36254
01015,Calhoun,AL,630,BIRMINGHAM,36257
01015,Calhoun,AL,630,BIRMINGHAM,36260
01015,Calhoun,AL,630,BIRMINGHAM,36265
01015,Calhoun,AL,630,BIRMINGHAM,36271
01015,Calhoun,AL,630,BIRMINGHAM,36272
01015,Calhoun,AL,630,BIRMINGHAM,36277
01015,Calhoun,AL,630,BIRMINGHAM,36279
01017,Chambers,AL,522,"COLUMBUS, GA",36854
01017,Chambers,AL,522,"COLUMBUS, GA",36855
01017,Chambers,AL,522,"COLUMBUS, GA",36862
01017,Chambers,AL,522,"COLUMBUS, GA",36863
01019,Cherokee,AL,630,BIRMINGHAM,35959
01019,Cherokee,AL,630,BIRMINGHAM,35960
01019,Cherokee,AL,630,BIRMINGHAM,35973
01019,Cherokee,AL,630,BIRMINGHAM,35983
01019,Cherokee,AL,630,BIRMINGHAM,36275
01021,Chilton,AL,630,BIRMINGHAM,35045
01021,Chilton,AL,630,BIRMINGHAM,35046
01021,Chilton,AL,630,BIRMINGHAM,35085
01021,Chilton,AL,630,BIRMINGHAM,35171
01021,Chilton,AL,630,BIRMINGHAM,36091
01021,Chilton,AL,630,BIRMINGHAM,36750
01021,Chilton,AL,630,BIRMINGHAM,36790
01023,Choctaw,AL,711,MERIDIAN,36904
01023,Choctaw,AL,711,MERIDIAN,36908
01023,Choctaw,AL,711,MERIDIAN,36910
01023,Choctaw,AL,711,MERIDIAN,36912
01023,Choctaw,AL,711,MERIDIAN,36913
01023,Choctaw,AL,711,MERIDIAN,36915
01023,Choctaw,AL,711,MERIDIAN,36916
01023,Choctaw,AL,711,MERIDIAN,36919
01023,Choctaw,AL,711,MERIDIAN,36921
01023,Choctaw,AL,711,MERIDIAN,36922
01025,Clarke,AL,686,MOBILE-PENSACOLA,36436
01025,Clarke,AL,686,MOBILE-PENSACOLA,36446
01025,Clarke,AL,686,MOBILE-PENSACOLA,36451
01025,Clarke,AL,686,MOBILE-PENSACOLA,36482
01025,Clarke,AL,686,MOBILE-PENSACOLA,36501
01025,Clarke,AL,686,MOBILE-PENSACOLA,36515
01025,Clarke,AL,686,MOBILE-PENSACOLA,36524
01025,Clarke,AL,686,MOBILE-PENSACOLA,36540
01025,Clarke,AL,686,MOBILE-PENSACOLA,36545
01025,Clarke,AL,686,MOBILE-PENSACOLA,36727
01025,Clarke,AL,686,MOBILE-PENSACOLA,36762
01025,Clarke,AL,686,MOBILE-PENSACOLA,36784
01027,Clay,AL,630,BIRMINGHAM,35082
01027,Clay,AL,630,BIRMINGHAM,36251
01027,Clay,AL,630,BIRMINGHAM,36255
01027,Clay,AL,630,BIRMINGHAM,36258
01027,Clay,AL,630,BIRMINGHAM,36266
01027,Clay,AL,630,BIRMINGHAM,36267
01029,Cleburne,AL,524,ATLANTA,36261
01029,Cleburne,AL,524,ATLANTA,36262
01029,Cleburne,AL,524,ATLANTA,36264
01029,Cleburne,AL,524,ATLANTA,36269
01029,Cleburne,AL,524,ATLANTA,36273
01031,Coffee,AL,606,DOTHAN,36323
01031,Coffee,AL,606,DOTHAN,36330
01031,Coffee,AL,606,DOTHAN,36331
01031,Coffee,AL,606,DOTHAN,36346
01031,Coffee,AL,606,DOTHAN,36351
01031,Coffee,AL,606,DOTHAN,36453
01033,Colbert,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35616
01033,Colbert,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35646
01033,Colbert,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35660
01033,Colbert,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35661
01033,Colbert,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35662
01033,Colbert,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35674
01035,Conecuh,AL,686,MOBILE-PENSACOLA,36401
01035,Conecuh,AL,686,MOBILE-PENSACOLA,36429
01035,Conecuh,AL,686,MOBILE-PENSACOLA,36432
01035,Conecuh,AL,686,MOBILE-PENSACOLA,36454
01035,Conecuh,AL,686,MOBILE-PENSACOLA,36473
01035,Conecuh,AL,686,MOBILE-PENSACOLA,36475
01037,Coosa,AL,630,BIRMINGHAM,35072
01037,Coosa,AL,630,BIRMINGHAM,35089
01037,Coosa,AL,630,BIRMINGHAM,35136
01037,Coosa,AL,630,BIRMINGHAM,35183
01037,Coosa,AL,630,BIRMINGHAM,36026
01039,Covington,AL,698,MONTGOMERY,36038
01039,Covington,AL,698,MONTGOMERY,36420
01039,Covington,AL,698,MONTGOMERY,36421
01039,Covington,AL,698,MONTGOMERY,36442
01039,Covington,AL,698,MONTGOMERY,36455
01039,Covington,AL,698,MONTGOMERY,36467
01039,Covington,AL,698,MONTGOMERY,36474
01039,Covington,AL,698,MONTGOMERY,36476
01039,Covington,AL,698,MONTGOMERY,36483
01041,Crenshaw,AL,698,MONTGOMERY,36009
01041,Crenshaw,AL,698,MONTGOMERY,36028
01041,Crenshaw,AL,698,MONTGOMERY,36034
01041,Crenshaw,AL,698,MONTGOMERY,36041
01041,Crenshaw,AL,698,MONTGOMERY,36042
01041,Crenshaw,AL,698,MONTGOMERY,36049
01041,Crenshaw,AL,698,MONTGOMERY,36062
01041,Crenshaw,AL,698,MONTGOMERY,36071
01043,Cullman,AL,630,BIRMINGHAM,35019
01043,Cullman,AL,630,BIRMINGHAM,35033
01043,Cullman,AL,630,BIRMINGHAM,35053
01043,Cullman,AL,630,BIRMINGHAM,35055
01043,Cullman,AL,630,BIRMINGHAM,35056
01043,Cullman,AL,630,BIRMINGHAM,35057
01043,Cullman,AL,630,BIRMINGHAM,35058
01043,Cullman,AL,630,BIRMINGHAM,35070
01043,Cullman,AL,630,BIRMINGHAM,35077
01043,Cullman,AL,630,BIRMINGHAM,35083
01043,Cullman,AL,630,BIRMINGHAM,35087
01043,Cullman,AL,630,BIRMINGHAM,35098
01043,Cullman,AL,630,BIRMINGHAM,35179
01045,Dale,AL,606,DOTHAN,36311
01045,Dale,AL,606,DOTHAN,36322
01045,Dale,AL,606,DOTHAN,36350
01045,Dale,AL,606,DOTHAN,36352
01045,Dale,AL,606,DOTHAN,36360
01045,Dale,AL,606,DOTHAN,36361
01045,Dale,AL,606,DOTHAN,36362
01045,Dale,AL,606,DOTHAN,36371
01045,Dale,AL,606,DOTHAN,36374
01047,Dallas,AL,698,MONTGOMERY,36701
01047,Dallas,AL,698,MONTGOMERY,36702
01047,Dallas,AL,698,MONTGOMERY,36703
01047,Dallas,AL,698,MONTGOMERY,36758
01047,Dallas,AL,698,MONTGOMERY,36759
01047,Dallas,AL,698,MONTGOMERY,36761
01047,Dallas,AL,698,MONTGOMERY,36767
01047,Dallas,AL,698,MONTGOMERY,36773
01047,Dallas,AL,698,MONTGOMERY,36775
01049,De Kalb,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35961
01049,De Kalb,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35962
01049,De Kalb,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35963
01049,De Kalb,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35967
01049,De Kalb,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35968
01049,De Kalb,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35971
01049,De Kalb,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35974
01049,De Kalb,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35975
01049,De Kalb,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35978
01049,De Kalb,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35981
01049,De Kalb,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35984
01049,De Kalb,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35986
01049,De Kalb,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35988
01049,De Kalb,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35989
01051,Elmore,AL,698,MONTGOMERY,36020
01051,Elmore,AL,698,MONTGOMERY,36022
01051,Elmore,AL,698,MONTGOMERY,36024
01051,Elmore,AL,698,MONTGOMERY,36025
01051,Elmore,AL,698,MONTGOMERY,36045
01051,Elmore,AL,698,MONTGOMERY,36054
01051,Elmore,AL,698,MONTGOMERY,36078
01051,Elmore,AL,698,MONTGOMERY,36080
01051,Elmore,AL,698,MONTGOMERY,36092
01051,Elmore,AL,698,MONTGOMERY,36093
01053,Escambia,AL,686,MOBILE-PENSACOLA,36426
01053,Escambia,AL,686,MOBILE-PENSACOLA,36427
01053,Escambia,AL,686,MOBILE-PENSACOLA,36441
01053,Escambia,AL,686,MOBILE-PENSACOLA,36502
01053,Escambia,AL,686,MOBILE-PENSACOLA,36503
01053,Escambia,AL,686,MOBILE-PENSACOLA,36504
01053,Escambia,AL,686,MOBILE-PENSACOLA,36543
01055,Etowah,AL,630,BIRMINGHAM,35901
01055,Etowah,AL,630,BIRMINGHAM,35902
01055,Etowah,AL,630,BIRMINGHAM,35903
01055,Etowah,AL,630,BIRMINGHAM,35904
01055,Etowah,AL,630,BIRMINGHAM,35905
01055,Etowah,AL,630,BIRMINGHAM,35906
01055,Etowah,AL,630,BIRMINGHAM,35907
01055,Etowah,AL,630,BIRMINGHAM,35952
01055,Etowah,AL,630,BIRMINGHAM,35954
01055,Etowah,AL,630,BIRMINGHAM,35956
01055,Etowah,AL,630,BIRMINGHAM,35972
01055,Etowah,AL,630,BIRMINGHAM,35990
01057,Fayette,AL,630,BIRMINGHAM,35542
01057,Fayette,AL,630,BIRMINGHAM,35545
01057,Fayette,AL,630,BIRMINGHAM,35546
01057,Fayette,AL,630,BIRMINGHAM,35555
01057,Fayette,AL,630,BIRMINGHAM,35559
01059,Franklin,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35571
01059,Franklin,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35581
01059,Franklin,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35582
01059,Franklin,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35585
01059,Franklin,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35593
01059,Franklin,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35653
01059,Franklin,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35654
01061,Geneva,AL,606,DOTHAN,36313
01061,Geneva,AL,606,DOTHAN,36314
01061,Geneva,AL,606,DOTHAN,36316
01061,Geneva,AL,606,DOTHAN,36318
01061,Geneva,AL,606,DOTHAN,36340
01061,Geneva,AL,606,DOTHAN,36344
01061,Geneva,AL,606,DOTHAN,36349
01061,Geneva,AL,606,DOTHAN,36375
01061,Geneva,AL,606,DOTHAN,36477
01063,Greene,AL,630,BIRMINGHAM,35443
01063,Greene,AL,630,BIRMINGHAM,35448
01063,Greene,AL,630,BIRMINGHAM,35462
01063,Greene,AL,630,BIRMINGHAM,35469
01063,Greene,AL,630,BIRMINGHAM,35491
01063,Greene,AL,630,BIRMINGHAM,36740
01065,Hale,AL,630,BIRMINGHAM,35441
01065,Hale,AL,630,BIRMINGHAM,35474
01065,Hale,AL,630,BIRMINGHAM,36744
01065,Hale,AL,630,BIRMINGHAM,36765
01065,Hale,AL,630,BIRMINGHAM,36776
01067,Henry,AL,606,DOTHAN,36310
01067,Henry,AL,606,DOTHAN,36317
01067,Henry,AL,606,DOTHAN,36345
01067,Henry,AL,606,DOTHAN,36353
01067,Henry,AL,606,DOTHAN,36373
01069,Houston,AL,606,DOTHAN,36301
01069,Houston,AL,606,DOTHAN,36302
01069,Houston,AL,606,DOTHAN,36303
01069,Houston,AL,606,DOTHAN,36304
01069,Houston,AL,606,DOTHAN,36305
01069,Houston,AL,606,DOTHAN,36312
01069,Houston,AL,606,DOTHAN,36319
01069,Houston,AL,606,DOTHAN,36320
01069,Houston,AL,606,DOTHAN,36321
01069,Houston,AL,606,DOTHAN,36343
01069,Houston,AL,606,DOTHAN,36370
01069,Houston,AL,606,DOTHAN,36376
01071,Jackson,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35740
01071,Jackson,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35744
01071,Jackson,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35745
01071,Jackson,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35746
01071,Jackson,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35751
01071,Jackson,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35752
01071,Jackson,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35755
01071,Jackson,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35764
01071,Jackson,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35765
01071,Jackson,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35766
01071,Jackson,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35768
01071,Jackson,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35769
01071,Jackson,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35771
01071,Jackson,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35772
01071,Jackson,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35774
01071,Jackson,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35776
01071,Jackson,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35958
01071,Jackson,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35966
01071,Jackson,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35979
01073,Jefferson,AL,630,BIRMINGHAM,35005
01073,Jefferson,AL,630,BIRMINGHAM,35006
01073,Jefferson,AL,630,BIRMINGHAM,35015
01073,Jefferson,AL,630,BIRMINGHAM,35020
01073,Jefferson,AL,630,BIRMINGHAM,35021
01073,Jefferson,AL,630,BIRMINGHAM,35022
01073,Jefferson,AL,630,BIRMINGHAM,35023
01073,Jefferson,AL,630,BIRMINGHAM,35036
01073,Jefferson,AL,630,BIRMINGHAM,35041
01073,Jefferson,AL,630,BIRMINGHAM,35048
01073,Jefferson,AL,630,BIRMINGHAM,35060
01073,Jefferson,AL,630,BIRMINGHAM,35061
01073,Jefferson,AL,630,BIRMINGHAM,35062
01073,Jefferson,AL,630,BIRMINGHAM,35064
01073,Jefferson,AL,630,BIRMINGHAM,35068
01073,Jefferson,AL,630,BIRMINGHAM,35071
01073,Jefferson,AL,630,BIRMINGHAM,35073
01073,Jefferson,AL,630,BIRMINGHAM,35091
01073,Jefferson,AL,630,BIRMINGHAM,35094
01073,Jefferson,AL,630,BIRMINGHAM,35111
01073,Jefferson,AL,630,BIRMINGHAM,35116
01073,Jefferson,AL,630,BIRMINGHAM,35117
01073,Jefferson,AL,630,BIRMINGHAM,35118
01073,Jefferson,AL,630,BIRMINGHAM,35119
01073,Jefferson,AL,630,BIRMINGHAM,35123
01073,Jefferson,AL,630,BIRMINGHAM,35126
01073,Jefferson,AL,630,BIRMINGHAM,35127
01073,Jefferson,AL,630,BIRMINGHAM,35139
01073,Jefferson,AL,630,BIRMINGHAM,35142
01073,Jefferson,AL,630,BIRMINGHAM,35173
01073,Jefferson,AL,630,BIRMINGHAM,35180
01073,Jefferson,AL,630,BIRMINGHAM,35181
01073,Jefferson,AL,630,BIRMINGHAM,35201
01073,Jefferson,AL,630,BIRMINGHAM,35202
01073,Jefferson,AL,630,BIRMINGHAM,35203
01073,Jefferson,AL,630,BIRMINGHAM,35204
01073,Jefferson,AL,630,BIRMINGHAM,35205
01073,Jefferson,AL,630,BIRMINGHAM,35206
01073,Jefferson,AL,630,BIRMINGHAM,35207
01073,Jefferson,AL,630,BIRMINGHAM,35208
01073,Jefferson,AL,630,BIRMINGHAM,35209
01073,Jefferson,AL,630,BIRMINGHAM,35210
01073,Jefferson,AL,630,BIRMINGHAM,35211
01073,Jefferson,AL,630,BIRMINGHAM,35212
01073,Jefferson,AL,630,BIRMINGHAM,35213
01073,Jefferson,AL,630,BIRMINGHAM,35214
01073,Jefferson,AL,630,BIRMINGHAM,35215
01073,Jefferson,AL,630,BIRMINGHAM,35216
01073,Jefferson,AL,630,BIRMINGHAM,35217
01073,Jefferson,AL,630,BIRMINGHAM,35218
01073,Jefferson,AL,630,BIRMINGHAM,35219
01073,Jefferson,AL,630,BIRMINGHAM,35220
01073,Jefferson,AL,630,BIRMINGHAM,35221
01073,Jefferson,AL,630,BIRMINGHAM,35222
01073,Jefferson,AL,630,BIRMINGHAM,35223
01073,Jefferson,AL,630,BIRMINGHAM,35224
01073,Jefferson,AL,630,BIRMINGHAM,35225
01073,Jefferson,AL,630,BIRMINGHAM,35226
01073,Jefferson,AL,630,BIRMINGHAM,35228
01073,Jefferson,AL,630,BIRMINGHAM,35229
01073,Jefferson,AL,630,BIRMINGHAM,35230
01073,Jefferson,AL,630,BIRMINGHAM,35231
01073,Jefferson,AL,630,BIRMINGHAM,35232
01073,Jefferson,AL,630,BIRMINGHAM,35233
01073,Jefferson,AL,630,BIRMINGHAM,35234
01073,Jefferson,AL,630,BIRMINGHAM,35235
01073,Jefferson,AL,630,BIRMINGHAM,35236
01073,Jefferson,AL,630,BIRMINGHAM,35237
01073,Jefferson,AL,630,BIRMINGHAM,35238
01073,Jefferson,AL,630,BIRMINGHAM,35240
01073,Jefferson,AL,630,BIRMINGHAM,35243
01073,Jefferson,AL,630,BIRMINGHAM,35244
01073,Jefferson,AL,630,BIRMINGHAM,35245
01073,Jefferson,AL,630,BIRMINGHAM,35246
01073,Jefferson,AL,630,BIRMINGHAM,35249
01073,Jefferson,AL,630,BIRMINGHAM,35253
01073,Jefferson,AL,630,BIRMINGHAM,35254
01073,Jefferson,AL,630,BIRMINGHAM,35255
01073,Jefferson,AL,630,BIRMINGHAM,35259
01073,Jefferson,AL,630,BIRMINGHAM,35260
01073,Jefferson,AL,630,BIRMINGHAM,35261
01073,Jefferson,AL,630,BIRMINGHAM,35263
01073,Jefferson,AL,630,BIRMINGHAM,35266
01073,Jefferson,AL,630,BIRMINGHAM,35277
01073,Jefferson,AL,630,BIRMINGHAM,35278
01073,Jefferson,AL,630,BIRMINGHAM,35279
01073,Jefferson,AL,630,BIRMINGHAM,35280
01073,Jefferson,AL,630,BIRMINGHAM,35281
01073,Jefferson,AL,630,BIRMINGHAM,35282
01073,Jefferson,AL,630,BIRMINGHAM,35283
01073,Jefferson,AL,630,BIRMINGHAM,35285
01073,Jefferson,AL,630,BIRMINGHAM,35286
01073,Jefferson,AL,630,BIRMINGHAM,35287
01073,Jefferson,AL,630,BIRMINGHAM,35288
01073,Jefferson,AL,630,BIRMINGHAM,35289
01073,Jefferson,AL,630,BIRMINGHAM,35290
01073,Jefferson,AL,630,BIRMINGHAM,35291
01073,Jefferson,AL,630,BIRMINGHAM,35292
01073,Jefferson,AL,630,BIRMINGHAM,35293
01073,Jefferson,AL,630,BIRMINGHAM,35294
01073,Jefferson,AL,630,BIRMINGHAM,35295
01073,Jefferson,AL,630,BIRMINGHAM,35296
01073,Jefferson,AL,630,BIRMINGHAM,35297
01073,Jefferson,AL,630,BIRMINGHAM,35298
01073,Jefferson,AL,630,BIRMINGHAM,35299
01075,Lamar,AL,673,COLUMBUS-TUPELO-WEST POINT,35544
01075,Lamar,AL,673,COLUMBUS-TUPELO-WEST POINT,35552
01075,Lamar,AL,673,COLUMBUS-TUPELO-WEST POINT,35574
01075,Lamar,AL,673,COLUMBUS-TUPELO-WEST POINT,35576
01075,Lamar,AL,673,COLUMBUS-TUPELO-WEST POINT,35586
01075,Lamar,AL,673,COLUMBUS-TUPELO-WEST POINT,35592
01077,Lauderdale,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35610
01077,Lauderdale,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35617
01077,Lauderdale,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35630
01077,Lauderdale,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35631
01077,Lauderdale,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35632
01077,Lauderdale,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35633
01077,Lauderdale,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35634
01077,Lauderdale,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35645
01077,Lauderdale,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35648
01077,Lauderdale,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35652
01077,Lauderdale,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35677
01079,Lawrence,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35618
01079,Lawrence,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35643
01079,Lawrence,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35650
01079,Lawrence,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35651
01079,Lawrence,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35672
01081,Lee,AL,522,"COLUMBUS, GA",36801
01081,Lee,AL,522,"COLUMBUS, GA",36802
01081,Lee,AL,522,"COLUMBUS, GA",36803
01081,Lee,AL,522,"COLUMBUS, GA",36804
01081,Lee,AL,522,"COLUMBUS, GA",36830
01081,Lee,AL,522,"COLUMBUS, GA",36831
01081,Lee,AL,522,"COLUMBUS, GA",36832
01081,Lee,AL,522,"COLUMBUS, GA",36849
01081,Lee,AL,522,"COLUMBUS, GA",36852
01081,Lee,AL,522,"COLUMBUS, GA",36865
01081,Lee,AL,522,"COLUMBUS, GA",36870
01081,Lee,AL,522,"COLUMBUS, GA",36872
01081,Lee,AL,522,"COLUMBUS, GA",36874
01081,Lee,AL,522,"COLUMBUS, GA",36877
01081,Lee,AL,522,"COLUMBUS, GA",36879
01083,Limestone,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35611
01083,Limestone,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35612
01083,Limestone,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35613
01083,Limestone,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35614
01083,Limestone,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35615
01083,Limestone,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35620
01083,Limestone,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35647
01083,Limestone,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35649
01083,Limestone,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35671
01083,Limestone,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35739
01083,Limestone,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35742
01083,Limestone,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35756
01085,Lowndes,AL,698,MONTGOMERY,36032
01085,Lowndes,AL,698,MONTGOMERY,36040
01085,Lowndes,AL,698,MONTGOMERY,36047
01085,Lowndes,AL,698,MONTGOMERY,36752
01085,Lowndes,AL,698,MONTGOMERY,36785
01087,Macon,AL,698,MONTGOMERY,36031
01087,Macon,AL,698,MONTGOMERY,36039
01087,Macon,AL,698,MONTGOMERY,36075
01087,Macon,AL,698,MONTGOMERY,36083
01087,Macon,AL,698,MONTGOMERY,36087
01087,Macon,AL,698,MONTGOMERY,36088
01087,Macon,AL,698,MONTGOMERY,36866
01089,Madison,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35741
01089,Madison,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35748
01089,Madison,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35749
01089,Madison,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35750
01089,Madison,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35757
01089,Madison,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35758
01089,Madison,AL,691,HUNTSVILLE-DECATUR-FLORENCE,35759
